Order	Lambda	Cal	Bkgrnd
	(um)	(DN/s/col)	(DN/s/pix)
6	0.9546187	51.87	0.016
6	0.9544727	55.112	0.032
6	0.9543266	70.126	0.034
6	0.9541805	74.381	0.035
6	0.9540344	79.068	0.033
6	0.9538884	78.078	0.044
6	0.9537424	75.576	0.046
6	0.9535977	82.371	0.034
6	0.9534516	88.985	0.056
6	0.9533056	86.01	0.056
6	0.9531595	82.38	0.02
6	0.9530135	76.222	0.034
6	0.9528674	79.073	0.025
6	0.9527213	81.056	0.027
6	0.9525766	72.858	0.021
6	0.9524306	69.869	0.056
6	0.9522845	69.929	0.123
6	0.9521384	74.103	0.182
6	0.9519924	71.904	0.127
6	0.9518463	70.453	0.048
6	0.9517002	81.199	0.019
6	0.9515556	93.146	0.021
6	0.9514095	95.302	0.01
6	0.9512634	97.348	0.016
6	0.9511173	98.901	0.033
6	0.9509712	100.27	0.024
6	0.9508252	96.274	0.04
6	0.9506791	91.736	0.091
6	0.950533	84.977	0.163
6	0.9503883	67.555	0.13
6	0.9502422	52.794	0.065
6	0.9500961	63.943	0.023
6	0.94995	72.262	0.025
6	0.9498039	67.164	0.013
6	0.9496578	66.851	0.013
6	0.9495117	66.664	0.022
6	0.949367	85.172	0.017
6	0.9492209	94.953	0.037
6	0.9490748	92.88	0.024
6	0.9489287	90.317	0.016
6	0.9487826	86.393	0.029
6	0.9486365	82.207	0.042
6	0.9484904	69.611	0.048
6	0.9483456	54.136	0.053
6	0.9481995	58.893	0.142
6	0.9480534	74.919	0.219
6	0.9479073	81.182	0.296
6	0.9477612	79.653	0.163
6	0.9476151	75.333	0.059
6	0.947469	78.767	0.019
6	0.9473242	80.617	0.009
6	0.9471781	71.463	0.01
6	0.947032	67.317	0.014
6	0.9468858	71.37	0.025
6	0.9467397	79.661	0.015
6	0.9465936	74.876	0.029
6	0.9464475	68.373	0.047
6	0.9463027	57.591	0.111
6	0.9461566	53.237	0.17
6	0.9460104	64.724	0.171
6	0.9458643	61.792	0.08
6	0.9457182	58.101	0.019
6	0.9455721	61.894	0.037
6	0.9454259	73.667	0.042
7	1.0639614	71.837	0.035
7	1.0638399	72.098	0.042
7	1.0637184	71.063	0.036
7	1.0635976	71.941	0.04
7	1.0634761	71.546	0.03
7	1.0633546	73.803	0.062
7	1.0632331	72.518	0.039
7	1.0631117	73.795	0.059
7	1.0629901	73.833	0.032
7	1.0628686	74.098	0.031
7	1.0627471	73.526	0.027
7	1.0626256	71.062	0.05
7	1.0625042	74.92	0.046
7	1.0623827	74.904	0.031
7	1.0622612	75.367	0.05
7	1.0621397	74.678	0.03
7	1.0620182	77.228	0.035
7	1.0618967	77.367	0.038
7	1.0617752	76.658	0.037
7	1.0616537	76.191	0.034
7	1.0615323	77.964	0.063
7	1.0614107	78.17	0.036
7	1.0612899	78.748	0.082
7	1.0611684	79.6	0.049
7	1.0610468	79.862	0.032
7	1.0609254	78.328	0.035
7	1.0608039	78.739	0.04
7	1.0606823	79.423	0.052
7	1.0605608	79.045	0.046
7	1.0604393	81.546	0.037
7	1.0603178	80.668	0.061
7	1.0601963	81.316	0.051
7	1.0600747	80.294	0.05
7	1.0599532	81.769	0.059
7	1.0598316	84.577	0.052
7	1.0597101	82.916	0.062
7	1.0595887	83.187	0.05
7	1.0594671	82.994	0.054
7	1.0593455	85.924	0.051
7	1.059224	82.607	0.034
7	1.0591033	83.585	0.094
7	1.0589817	86.034	0.183
7	1.0588602	83.505	0.232
7	1.0587386	84.191	0.166
7	1.0586171	85.09	0.054
7	1.0584955	84.979	0.04
7	1.0583739	84.495	0.056
7	1.0582525	82.183	0.048
7	1.0581309	77.33	0.041
7	1.0580093	85.397	0.055
7	1.0578878	86.192	0.067
7	1.0577662	86.505	0.062
7	1.0576446	87.297	0.116
7	1.057523	89.799	0.168
7	1.0574015	87.588	0.115
7	1.0572799	87.988	0.052
7	1.0571584	87.99	0.039
7	1.0570368	88.375	0.042
7	1.0569161	79.664	0.036
7	1.0567945	88.772	0.033
7	1.0566729	88.837	0.037
7	1.0565513	90.357	0.053
7	1.0564297	91.586	0.05
7	1.0563082	87.987	0.052
7	1.0561866	90.921	0.038
7	1.056065	92.245	0.035
7	1.0559434	92.247	0.039
7	1.0558218	97.036	0.045
7	1.0557002	94.018	0.034
7	1.0555786	92.044	0.038
7	1.055457	91.95	0.071
7	1.0553354	91.365	0.028
7	1.0552138	91.39	0.029
7	1.0550922	93.377	0.043
7	1.0549706	95.321	0.032
7	1.0548499	92.934	0.048
7	1.0547283	94.185	0.059
7	1.0546067	94.432	0.043
7	1.0544851	95.783	0.049
7	1.0543635	94.517	0.033
7	1.0542419	95.009	0.036
7	1.0541202	96.03	0.029
7	1.0539986	97.48	0.059
7	1.053877	100.86	0.058
7	1.0537554	99.724	0.045
7	1.0536337	96.397	0.06
7	1.0535121	99.387	0.041
7	1.0533905	100.21	0.048
7	1.0532688	98.898	0.04
7	1.0531472	99.466	0.052
7	1.0530255	99.144	0.063
7	1.0529039	99.551	0.26
7	1.0527833	101.08	0.529
7	1.0526615	102.98	0.432
7	1.0525399	99.592	0.132
7	1.0524184	101.98	0.033
7	1.0522966	103.8	0.037
7	1.052175	102.74	0.063
7	1.0520533	102.54	0.055
7	1.0519316	104.1	0.063
7	1.05181	103.8	0.087
7	1.0516883	104.33	0.072
7	1.0515667	104.75	0.077
7	1.051445	105.29	0.096
7	1.0513233	106.83	0.226
7	1.0512017	106.41	0.35
7	1.05108	104.53	0.249
7	1.0509583	104.13	0.084
7	1.0508367	105.46	0.033
7	1.050716	107.84	0.062
7	1.0505943	108.11	0.021
7	1.0504726	108.06	0.029
7	1.0503509	108.35	0.051
7	1.0502292	109.7	0.06
7	1.0501076	107.79	0.058
7	1.0499859	112.62	0.051
7	1.0498642	107.8	0.043
7	1.0497425	111.86	0.054
7	1.0496207	110.06	0.056
7	1.049499	111.58	0.058
7	1.0493773	110.01	0.057
7	1.0492556	112.38	0.063
7	1.0491339	113.64	0.074
7	1.0490122	111.73	0.087
7	1.0488905	113.67	0.066
7	1.0487688	114.17	0.071
7	1.0486481	112.84	0.047
7	1.0485264	115.47	0.068
7	1.0484047	113.54	0.051
7	1.048283	114.21	0.043
7	1.0481613	114.46	0.028
7	1.0480396	116.59	0.05
7	1.0479178	115.83	0.038
7	1.047796	114.21	0.047
7	1.0476743	115.71	0.08
7	1.0475526	116.88	0.07
7	1.0474309	116.11	0.106
7	1.047309	117.33	0.538
7	1.0471873	120.28	1.066
7	1.0470656	116.92	0.95
7	1.0469438	117.29	0.229
7	1.0468221	117.86	0.067
7	1.0467004	117.23	0.051
7	1.0465797	119.58	0.06
7	1.0464579	118.79	0.06
7	1.0463362	121.01	0.049
7	1.0462143	119.06	0.066
7	1.0460926	119.13	0.048
7	1.0459709	118.62	0.051
7	1.0458491	116.51	0.06
7	1.0457273	115.4	0.052
7	1.0456055	121.18	0.051
7	1.0454837	122.82	0.216
7	1.045362	123.1	0.539
7	1.0452402	122.65	0.535
7	1.0451183	124.07	0.182
7	1.0449966	125.59	0.054
7	1.0448748	126.36	0.08
7	1.044753	125.59	0.054
7	1.0446324	128.37	0.051
7	1.0445106	126.19	0.05
7	1.0443888	126.62	0.079
7	1.0442669	127.09	0.051
7	1.0441451	127.05	0.072
7	1.0440234	125.93	0.047
7	1.0439016	129.47	0.066
7	1.0437797	130.4	0.056
7	1.0436579	128.67	0.062
7	1.0435361	129.51	0.044
7	1.0434142	130.12	0.045
7	1.0432924	130.12	0.059
7	1.0431706	131.24	0.116
7	1.0430487	132.22	0.146
7	1.0429269	132.65	0.075
7	1.0428051	135.15	0.05
7	1.0426844	134.44	0.066
7	1.0425626	133.6	0.094
7	1.0424408	134.62	0.069
7	1.0423189	135.94	0.154
7	1.0421971	132.6	1.229
7	1.0420753	131.13	1.7
7	1.0419534	138.53	1.039
7	1.0418315	136.17	0.215
7	1.0417097	136.56	0.103
7	1.0415878	136.5	0.055
7	1.041466	138.99	0.052
7	1.0413442	139.75	0.042
7	1.0412222	137.41	0.049
7	1.0411004	140.51	0.078
7	1.0409786	139.65	0.08
7	1.0408566	137.72	0.064
7	1.040736	139.48	0.054
7	1.0406141	142.01	0.065
7	1.0404922	140.53	0.054
7	1.0403703	141.61	0.046
7	1.0402484	143.88	0.063
7	1.0401266	141.91	0.097
7	1.0400046	140.77	0.521
7	1.0398828	142.37	0.721
7	1.0397608	145.4	0.409
7	1.039639	144.17	0.093
7	1.039517	144.72	0.066
7	1.0393951	144.88	0.059
7	1.0392733	147.2	0.068
7	1.0391513	146.92	0.066
7	1.0390294	137.52	0.065
7	1.0389075	136.56	0.059
7	1.0387868	146.97	0.051
7	1.0386649	149.96	0.061
7	1.038543	144.76	0.056
7	1.038421	147.4	0.068
7	1.0382991	149.39	0.046
7	1.0381773	149.91	0.057
7	1.0380553	152.18	0.032
7	1.0379333	148.5	0.067
7	1.0378114	147.58	0.081
7	1.0376894	152.66	0.653
7	1.0375675	152.23	1.579
7	1.0374455	151.44	1.399
7	1.0373236	151.41	0.266
7	1.0372016	154.61	0.059
7	1.0370797	154.82	0.06
7	1.0369591	154.67	0.057
7	1.036837	153.56	0.045
7	1.036715	153.19	0.058
7	1.0365931	154.51	0.07
7	1.0364711	152.36	0.064
7	1.0363492	156.24	0.066
7	1.0362272	156.14	0.047
7	1.0361053	155.74	0.065
7	1.0359832	158.31	0.049
7	1.0358613	155.52	0.089
7	1.0357393	156.59	0.211
7	1.0356174	157.51	0.255
7	1.0354953	158.79	0.152
7	1.0353733	158.28	0.079
7	1.0352514	160.13	0.104
7	1.0351306	162.49	0.307
7	1.0350085	159.9	0.644
7	1.0348866	160.37	0.539
7	1.0347645	161.47	0.18
7	1.0346426	162.33	0.096
7	1.0345205	160.99	0.06
7	1.0343986	159.37	0.12
7	1.0342765	162.65	0.196
7	1.0341545	164.01	0.171
7	1.0340325	166.68	0.052
7	1.0339105	161.81	0.067
7	1.0337884	165.19	0.057
7	1.0336664	165.5	0.045
7	1.0335444	165.38	0.042
7	1.0334224	164.41	0.07
7	1.0333003	168.35	0.041
7	1.0331795	167.49	0.076
7	1.0330575	166.48	0.09
7	1.0329355	168.33	0.142
7	1.0328134	166.47	0.078
7	1.0326914	169.91	0.057
7	1.0325693	170.34	0.058
7	1.0324472	168.35	0.053
7	1.0323251	166.67	0.077
7	1.0322031	170.31	0.047
7	1.032081	168.57	0.038
7	1.0319591	170.24	0.055
7	1.031837	169.15	0.027
7	1.0317149	173.07	0.048
7	1.0315927	175.39	0.056
7	1.031472	176.87	0.071
7	1.0313499	175.1	0.159
7	1.0312278	173.77	0.332
7	1.0311058	174.74	0.271
7	1.0309837	175.69	0.101
7	1.0308615	174.57	0.08
7	1.0307394	175.6	0.096
7	1.0306174	174.63	0.1
7	1.0304953	177.54	0.081
7	1.0303731	180.25	0.078
7	1.030251	177.6	0.07
7	1.030129	178.17	0.08
7	1.0300069	182	0.382
7	1.0298847	179.43	0.92
7	1.0297626	180.06	0.817
7	1.0296417	180.81	0.246
7	1.0295197	184.65	0.145
7	1.0293975	178.68	0.137
7	1.0292754	181.44	0.091
7	1.0291532	182.94	0.157
7	1.0290312	183.37	1.876
7	1.028909	182.96	3.096
7	1.0287869	187.02	2.432
7	1.0286647	182.5	0.593
7	1.0285425	185.03	0.143
7	1.0284204	183.96	0.072
7	1.0282983	187.44	0.074
7	1.0281761	184.8	0.084
7	1.028054	182.85	0.057
7	1.0279318	185.07	0.09
7	1.0278109	188.93	0.071
7	1.0276887	186.23	0.08
7	1.0275666	189.61	0.115
7	1.0274444	188.7	0.297
7	1.0273222	185.56	0.318
7	1.0272001	186.64	0.195
7	1.0270779	190.11	0.106
7	1.0269557	192.26	0.087
7	1.0268335	192.08	0.104
7	1.0267113	192.86	0.077
7	1.0265892	196.26	0.068
7	1.026467	190.54	0.065
7	1.0263448	193.66	0.061
7	1.0262226	192.97	0.057
7	1.0261016	195.16	0.082
7	1.0259794	197.61	0.083
7	1.0258572	193.74	0.059
7	1.025735	197.61	0.072
7	1.0256128	197.73	0.059
7	1.0254905	198.27	0.052
7	1.0253683	198	0.078
7	1.0252461	197.74	0.075
7	1.025124	191.95	0.071
7	1.0250016	193.72	0.065
7	1.0248795	199.42	0.079
7	1.0247573	204.45	0.075
7	1.024635	203.47	0.073
7	1.0245128	198.94	0.06
7	1.0243905	201.02	0.064
7	1.0242695	198.6	0.092
7	1.0241473	201.74	0.063
7	1.024025	205.35	0.065
7	1.0239028	205.55	0.081
7	1.0237805	202.03	0.089
7	1.0236583	207.69	0.11
7	1.023536	207.07	0.11
7	1.0234138	206.02	0.401
7	1.0232915	205.21	0.504
7	1.0231692	205.73	0.322
7	1.023047	206.48	0.185
7	1.0229247	207.1	0.76
7	1.0228024	207.59	1.034
7	1.02268	209.89	0.602
7	1.022559	210	0.128
7	1.0224367	211.32	0.106
7	1.0223144	212.29	0.081
7	1.0221922	212.21	0.107
7	1.0220699	210.28	0.079
7	1.0219476	214.77	0.054
7	1.0218253	215.8	0.089
7	1.021703	212.04	0.079
7	1.0215807	213.74	0.128
7	1.0214584	213.8	0.862
7	1.0213361	215.89	1.296
7	1.0212138	213.78	1.174
7	1.0210915	215.12	0.604
7	1.020969	217.62	0.323
7	1.020848	217.81	0.125
7	1.0207257	220.92	0.195
7	1.0206033	218.28	0.504
7	1.020481	213.88	0.504
7	1.0203587	219.03	0.215
7	1.0202364	219.51	0.106
7	1.0201139	219.53	0.113
7	1.0199916	220.41	0.081
7	1.0198693	221.99	0.105
7	1.0197469	222.19	0.121
7	1.0196246	223.08	0.106
7	1.0195023	227.03	0.108
7	1.0193799	222.1	0.364
7	1.0192587	222.76	1.096
7	1.0191364	227.85	1.019
7	1.019014	226.58	0.25
7	1.0188917	224.02	0.108
7	1.0187693	223.68	0.119
7	1.0186468	228.13	0.118
7	1.0185245	225.04	0.185
7	1.0184021	230.4	0.39
7	1.0182798	229.18	0.375
7	1.0181574	230.36	0.193
7	1.0180349	229.23	0.127
7	1.0179125	228.44	0.111
7	1.0177902	227.47	0.123
7	1.0176678	231.47	0.184
7	1.0175465	229.56	1.216
7	1.0174242	230.39	2.258
7	1.0173018	233.51	1.594
7	1.0171794	231.04	0.257
7	1.0170569	234.38	0.161
7	1.0169345	232.99	0.176
7	1.0168121	234.08	0.21
7	1.0166897	233.85	0.274
7	1.0165672	231.98	0.23
7	1.0164448	237.04	0.169
7	1.0163224	235.23	0.158
7	1.0161999	232.25	0.309
7	1.0160775	236.89	0.364
7	1.0159551	239.14	0.272
7	1.0158339	236.82	0.191
7	1.0157113	238.63	0.344
7	1.0155889	237.57	0.857
7	1.0154665	240.68	0.839
7	1.015344	238.76	0.26
7	1.0152215	242.45	0.215
7	1.015099	239.95	0.242
7	1.0149766	236.36	0.203
7	1.0148541	224.88	0.211
7	1.0147316	238.25	0.229
7	1.0146092	243.16	0.264
7	1.0144867	240.11	0.202
7	1.0143642	241.66	0.14
7	1.0142429	246.16	0.142
7	1.0141205	245.96	0.131
7	1.0139979	248.52	0.151
7	1.0138755	245.95	0.143
7	1.0137529	247.9	0.123
7	1.0136305	246.42	0.168
7	1.013508	249.27	0.175
7	1.0133854	248.88	0.166
7	1.013263	246.05	0.132
7	1.0131404	251.55	0.119
7	1.0130179	248.5	0.136
7	1.0128953	245.85	0.207
7	1.0127729	245.43	1.118
7	1.0126516	246.49	2.097
7	1.012529	242.79	1.607
7	1.0124065	250.34	0.276
7	1.0122839	250.64	0.152
7	1.0121614	253.57	0.134
7	1.0120388	255.19	0.141
7	1.0119163	253.31	0.134
7	1.0117937	250.8	0.114
7	1.0116712	248.15	0.104
7	1.0115486	252.6	0.106
7	1.0114261	249.84	0.118
7	1.0113035	253.36	0.12
7	1.011181	255.69	0.123
7	1.0110596	254.22	0.12
7	1.0109371	253.58	0.104
7	1.0108144	256.97	0.182
7	1.0106919	252.49	0.729
7	1.0105693	250.94	0.896
7	1.0104468	255.03	0.496
7	1.0103241	259.27	0.124
7	1.0102016	258.05	0.138
7	1.010079	259.22	0.131
7	1.0099564	257.24	0.146
7	1.0098338	255.85	0.136
7	1.0097111	253.94	0.108
7	1.0095886	253.79	0.096
7	1.0094671	248.65	0.087
7	1.0093446	250.34	0.101
7	1.0092219	254.61	0.12
7	1.0090994	257.07	0.123
7	1.0089767	255.22	0.115
7	1.008854	255.22	0.135
7	1.0087315	256.59	0.167
7	1.0086088	255.16	0.982
7	1.0084863	255.95	1.735
7	1.0083636	252.65	1.214
7	1.0082409	253.62	0.161
7	1.0081183	252.02	0.091
7	1.0079957	252.83	0.075
7	1.0078741	249.68	0.086
7	1.0077515	251.11	0.084
7	1.0076289	250.76	0.098
7	1.0075063	245.52	0.154
7	1.0073836	242.7	0.294
7	1.0072609	245.4	0.288
7	1.0071383	244.39	0.21
7	1.0070156	240.27	0.239
7	1.0068929	239.06	0.191
7	1.0067703	240.91	0.145
7	1.0066476	233.64	0.143
7	1.0065249	233.49	0.203
7	1.0064023	228.42	0.572
7	1.0062807	227.21	0.711
7	1.006158	221.9	0.442
7	1.0060353	216.04	0.179
7	1.0059125	214.69	0.067
7	1.0057899	208.99	0.08
7	1.0056672	201.08	0.082
7	1.0055445	197.56	0.093
7	1.0054218	187.04	0.063
7	1.0052991	175.84	0.059
7	1.0051764	169	0.079
7	1.0050536	171.73	0.072
7	1.004931	181.23	0.071
7	1.0048082	194.86	0.127
7	1.0046866	202.71	0.36
7	1.0045639	210.44	0.465
7	1.0044411	217.28	0.26
7	1.0043185	219.58	0.098
7	1.0041957	224.69	0.111
7	1.0040729	231.51	0.117
7	1.0039502	237.19	0.123
7	1.0038275	239.27	0.105
7	1.0037047	247.17	0.097
7	1.003582	244.39	0.1
7	1.0034592	255.12	0.106
7	1.0033364	252.07	0.103
7	1.0032148	253.57	0.079
7	1.0030921	264.4	0.09
7	1.0029693	266.08	0.262
7	1.0028465	267.46	0.969
7	1.0027237	268.52	0.988
7	1.0026009	266.64	0.324
7	1.0024781	272.48	0.143
7	1.0023553	275.21	0.184
7	1.0022326	278.84	0.116
7	1.0021098	283.63	0.074
7	1.001987	283.19	0.089
7	1.0018642	282.03	0.154
7	1.0017414	283.7	0.491
7	1.0016197	286.2	2.379
7	1.0014969	283.8	2.881
7	1.0013741	286.63	1.592
7	1.0012513	290.67	0.322
7	1.0011284	297.23	0.087
7	1.0010056	298.54	0.086
7	1.0008829	298.51	0.05
7	1.0007601	296.37	0.077
7	1.0006372	297.11	0.102
7	1.0005144	305.5	0.125
7	1.0003916	302.36	0.258
7	1.0002687	301.92	0.396
7	1.000147	297.41	0.311
7	1.0000241	302.3	0.115
7	0.9999012	303.77	0.11
7	0.9997784	305.23	0.096
7	0.9996555	307.88	0.086
7	0.9995327	308.8	0.086
7	0.9994099	307.68	0.084
7	0.999287	311.13	0.099
7	0.9991642	313.98	0.074
7	0.9990413	314.84	0.081
7	0.9989184	311.63	0.094
7	0.9987956	309.57	0.086
7	0.9986737	309.73	0.078
7	0.9985508	315.38	0.082
7	0.9984279	318.36	0.115
7	0.9983051	318.87	0.145
7	0.9981822	322.08	0.201
7	0.9980593	316.87	0.207
7	0.9979364	320.71	0.151
7	0.9978135	323.1	0.138
7	0.9976906	318.56	0.17
7	0.9975677	324.18	0.475
7	0.9974448	321.54	0.609
7	0.9973219	323.06	0.351
7	0.9972	320.14	0.121
7	0.9970771	320.39	0.118
7	0.9969542	322.1	0.11
7	0.9968313	330.45	0.119
7	0.9967083	327.02	0.108
7	0.9965854	326.4	0.471
7	0.9964625	330.91	1.109
7	0.9963396	326.23	1.099
7	0.9962167	330.24	0.343
7	0.9960937	329.54	0.398
7	0.9959708	332.04	1.574
7	0.9958478	329.57	1.71
7	0.9957259	333.76	0.637
7	0.9956029	334.11	0.113
7	0.9954799	335.1	0.083
7	0.995357	334.22	0.138
7	0.9952341	336.47	0.357
7	0.9951111	332.55	0.846
7	0.9949881	336.77	1.695
7	0.9948652	337.19	2.078
7	0.9947422	341.48	1.458
7	0.9946193	333.63	0.759
7	0.9944962	338.13	1.242
7	0.9943733	338.78	1.363
7	0.9942513	339.51	0.543
7	0.9941283	335.79	0.123
7	0.9940053	338.7	0.073
7	0.9938823	342.68	0.087
7	0.9937593	345.73	0.098
7	0.9936363	343.01	0.081
7	0.9935133	343.47	0.09
7	0.9933903	340.45	0.096
7	0.9932673	341.17	0.078
7	0.9931443	343.04	0.086
7	0.9930212	346.51	0.095
7	0.9928983	343.14	0.066
7	0.9927762	347.55	0.083
7	0.9926532	349.35	0.084
7	0.9925302	348.66	0.067
7	0.9924071	353.27	0.085
7	0.9922841	349.94	0.074
7	0.992161	346.49	0.083
7	0.992038	349.77	0.112
7	0.991915	352.8	0.21
7	0.9917919	352.78	1.301
7	0.9916689	354.4	1.576
7	0.9915459	354.49	0.717
7	0.9914228	358.48	0.127
7	0.9913006	356.42	0.079
7	0.9911776	353.61	0.077
7	0.9910545	353.68	0.079
7	0.9909315	353.15	0.085
7	0.9908084	361.34	0.074
7	0.9906853	351.94	0.102
7	0.9905623	359.71	0.1
7	0.9904392	358.77	0.084
7	0.9903161	357.63	0.094
7	0.990193	353.28	0.103
7	0.9900699	357.33	0.086
7	0.9899478	359.11	0.169
7	0.9898247	363.67	0.555
7	0.9897016	360.91	0.745
7	0.9895785	363.58	0.468
7	0.9894554	361.46	0.113
7	0.9893323	359.6	0.084
7	0.9892092	360.29	0.083
7	0.9890861	360.67	0.083
7	0.9889629	365.06	0.138
7	0.9888399	367.81	0.153
7	0.9887167	368.5	0.136
7	0.9885936	369.1	0.101
7	0.9884714	371.52	0.102
7	0.9883482	369.05	0.087
7	0.9882251	364.78	0.093
7	0.988102	368.7	0.088
7	0.9879788	371.14	0.073
7	0.9878557	369.97	0.079
7	0.9877326	366.8	0.093
7	0.9876094	362.88	0.483
7	0.9874862	369.62	1.441
7	0.9873631	370.52	1.274
7	0.98724	372.77	0.277
7	0.9871176	372.64	0.079
7	0.9869945	370.44	0.088
7	0.9868714	376.19	0.091
7	0.9867482	373.13	0.089
7	0.986625	377.38	0.068
7	0.9865019	377.36	0.066
7	0.9863787	376.8	0.073
7	0.9862555	374.3	0.089
7	0.9861323	381.35	0.075
7	0.9860091	375.89	0.075
7	0.9858859	378.76	0.085
7	0.9857636	378.84	0.096
7	0.9856404	375.48	0.086
7	0.9855172	378.63	0.052
7	0.985394	381.6	0.093
7	0.9852708	378.8	0.211
7	0.9851476	374.17	0.513
7	0.9850244	374.3	0.515
7	0.9849012	383.79	0.213
7	0.984778	385.7	0.09
7	0.9846548	378.84	0.09
7	0.9845315	377.37	0.073
7	0.9844083	380.12	0.087
7	0.9842859	388.67	0.071
7	0.9841627	387.08	0.089
7	0.9840395	389.23	0.104
7	0.9839162	390.93	0.101
7	0.983793	389.7	0.1
7	0.9836698	391.02	0.084
7	0.9835465	390.9	0.103
7	0.9834232	381.69	0.089
7	0.9833	384.05	0.1
7	0.9831768	392.89	0.124
7	0.9830535	395.93	0.139
7	0.9829311	388.06	0.124
7	0.9828078	370.35	0.108
7	0.9826846	368.28	0.067
7	0.9825612	387.25	0.08
7	0.982438	394.49	0.089
7	0.9823147	399.11	0.097
7	0.9821914	401.15	0.116
7	0.9820682	396.9	0.22
7	0.9819449	389.99	0.203
7	0.9818216	397.96	0.172
7	0.9816983	395.31	0.107
7	0.9815758	400.67	0.165
7	0.9814525	400.18	0.295
7	0.9813292	403.68	0.258
7	0.9812059	403.35	0.117
7	0.9810826	400.45	0.164
7	0.9809593	407.9	0.195
7	0.980836	406.01	0.172
7	0.9807127	403.62	0.106
7	0.9805894	395.64	0.096
7	0.9804661	377.06	0.109
7	0.9803427	367.38	0.303
7	0.9802202	385.68	0.507
7	0.9800969	387.81	0.393
7	0.9799735	409.6	0.155
7	0.9798502	412.13	0.159
7	0.9797269	404.57	0.126
7	0.9796035	379.14	0.111
7	0.9794801	368	0.68
7	0.9793568	380.14	1.249
7	0.9792335	386.85	1.127
7	0.9791101	399.66	0.361
7	0.9789868	396.91	0.197
7	0.9788642	400.53	0.105
7	0.9787408	407.09	0.11
7	0.9786175	402.79	0.117
7	0.9784941	377.73	0.114
7	0.9783707	381.12	0.085
7	0.9782473	398.28	0.098
7	0.978124	399.43	0.107
7	0.9780006	405.9	0.083
7	0.9778772	403.88	0.09
7	0.9777538	411.63	0.075
7	0.9776312	404.51	0.07
7	0.9775078	406.13	0.069
7	0.9773844	419.79	0.099
7	0.977261	417.93	0.095
7	0.9771376	415.43	0.109
7	0.9770142	416.66	0.092
7	0.9768908	416.33	0.093
7	0.9767674	405.08	0.063
7	0.976644	397.04	0.058
7	0.9765206	377.31	0.074
7	0.9763972	383.13	0.082
7	0.9762745	416.15	0.089
7	0.976151	413.56	0.083
7	0.9760277	374.58	0.094
7	0.9759042	374.67	0.103
7	0.9757808	409.24	0.119
7	0.9756573	396.2	0.088
7	0.9755339	391.63	0.086
7	0.9754105	423.23	0.095
7	0.975287	408.28	0.13
7	0.9751636	378.89	0.105
7	0.9750401	390.32	0.131
7	0.9749174	421	0.243
7	0.974794	425.29	0.297
7	0.9746705	397.5	0.218
7	0.974547	362.85	0.112
7	0.9744236	402.5	0.072
7	0.9743001	426.13	0.117
7	0.9741766	429.24	0.255
7	0.9740532	413.43	0.401
7	0.9739297	381.27	0.335
7	0.9738063	365.91	0.227
7	0.9736835	384.57	0.262
7	0.97356	428.41	0.159
7	0.9734365	435.94	0.123
7	0.973313	415.61	0.099
7	0.9731895	424.17	0.135
7	0.973066	431.48	0.132
7	0.9729425	428.68	0.153
7	0.972819	427.49	0.125
7	0.9726955	412.94	0.13
7	0.972572	393.48	0.131
7	0.9724485	417.53	0.145
7	0.9723257	437.34	0.671
7	0.9722022	445.59	0.89
7	0.9720786	436.64	0.499
7	0.9719551	443.31	0.103
7	0.9718316	413.02	0.117
7	0.9717081	389.01	0.116
7	0.9715846	425.27	0.161
7	0.971461	436.47	0.371
7	0.9713375	438.46	0.365
7	0.9712139	433.34	0.176
7	0.9710911	419.27	0.087
7	0.9709675	437.67	0.099
7	0.970844	445.41	0.11
7	0.9707205	446.25	0.117
7	0.9705969	445.29	0.089
7	0.9704733	434.02	0.103
7	0.9703498	392.66	0.26
7	0.9702262	402.16	0.706
7	0.9701027	462.06	0.721
7	0.9699791	420.94	0.3
7	0.9698562	446.23	0.135
7	0.9697326	443.81	0.102
7	0.969609	441.53	0.11
7	0.9694855	439.78	0.166
7	0.9693619	427.73	0.247
7	0.9692383	439.08	0.299
7	0.9691147	439.72	0.172
7	0.9689912	444.26	0.125
7	0.9688675	440.63	0.129
7	0.968744	447.98	0.117
7	0.9686204	450.57	0.251
7	0.9684974	444.69	0.506
7	0.9683738	409.97	0.696
7	0.9682502	377.56	0.599
7	0.9681266	418.25	0.369
7	0.968003	448.8	0.132
7	0.9678794	454.67	0.128
7	0.9677557	455.11	0.162
7	0.9676321	449.99	0.183
7	0.9675085	444.23	0.16
7	0.9673849	425.82	0.152
7	0.9672619	385.56	0.277
7	0.9671382	405.11	0.55
7	0.9670146	430.01	0.506
7	0.966891	423.28	0.189
7	0.9667674	420.14	0.114
7	0.9666437	398.69	0.136
7	0.9665201	382.56	0.159
7	0.9663964	357.65	0.178
7	0.9662728	387.02	0.183
7	0.9661491	411.52	0.211
7	0.9660261	416.11	0.2
7	0.9659024	416.92	0.165
7	0.9657788	429.58	0.155
7	0.9656551	429.42	0.192
7	0.9655314	425.49	0.193
7	0.9654077	428.09	0.14
7	0.9652841	434.57	0.121
7	0.9651604	438.06	0.138
7	0.9650367	430	0.109
7	0.9649131	403.44	0.091
7	0.96479	337.33	0.117
7	0.9646663	366.56	0.101
7	0.9645426	436.69	0.098
7	0.9644189	446.01	0.112
7	0.9642952	420.68	0.108
